cusno,gender,region,pur_id,product,price,quantity,amount,date,day,time,age_cat,year
1072,1,3,2010280,10,18458.72,82.0,1513615.04,2020-04-06,월,20,1,2020
1072,1,3,2022962,20,26831.01,11.0,295141.11,2020-03-18,수,19,1,2020
1072,1,3,2119417,30,22406.46,5.0,112032.29999999999,2021-12-14,화,12,1,2021
1072,1,3,2034543,20,15198.98,60.0,911938.7999999999,2020-12-05,토,23,1,2020
1072,1,3,2026066,20,34478.38,13.0,448218.93999999994,2020-10-14,수,19,1,2020
1072,1,3,2028053,30,24716.33,46.0,1136951.1800000002,2020-11-04,수,2,1,2020
1072,1,3,2010155,20,16387.3,20.0,327746.0,2020-08-26,수,24,1,2020
1073,1,8,2115023,10,20247.745,65.8,1332301.6209999998,2021-03-05,금,17,1,2021
1073,1,8,2148024,10,14987.38,51.099999999999994,765855.1179999999,2021-08-25,수,9,1,2021
1073,1,8,2036719,20,25368.23,86.0,2181667.78,2020-08-04,화,15,1,2020
1073,1,8,2015463,10,29459.29,79.0,2327283.91,2020-02-14,금,10,1,2020
1073,1,8,2117188,10,22471.41,29.4,660659.4539999999,2021-04-15,목,2,1,2021
1073,1,8,2122072,10,12721.455,30.799999999999997,391820.81399999995,2021-09-19,일,15,1,2021
1073,1,8,2048389,20,8303.9,81.0,672615.9,2020-06-22,월,17,1,2020
1073,1,8,2125250,30,7112.700000000001,39.0,277395.30000000005,2021-04-11,일,6,1,2021
1074,1,4,2119285,10,19754.51,48.3,954142.8329999999,2021-07-31,토,8,4,2021
1074,1,4,2019050,10,35542.28,74.0,2630128.7199999997,2020-07-10,금,14,4,2020
1074,1,4,2129263,10,13186.96,35.699999999999996,470774.4719999999,2021-04-09,금,24,4,2021
1074,1,4,2126304,30,50132.80500000001,86.0,4311421.23,2021-06-11,금,1,4,2021
1074,1,4,2123790,20,4328.63,64.8,280495.224,2021-06-06,일,24,4,2021
1074,1,4,2123066,30,50938.965,29.0,1477229.9849999999,2021-03-25,목,10,4,2021
1074,1,4,2024099,20,26745.0,46.0,1230270.0,2020-02-09,일,6,4,2020
1074,1,4,2044624,10,28103.56,60.0,1686213.6,2020-02-11,화,7,4,2020
1075,0,7,2138221,20,47935.5,48.6,2329665.3000000003,2021-10-17,일,7,6,2021
1075,0,7,2129470,20,10108.16,73.8,745982.208,2021-07-22,목,17,6,2021
1075,0,7,2135046,20,3740.72,47.7,178432.344,2021-12-06,월,21,6,2021
1075,0,7,2114063,10,4255.28,9.799999999999999,41701.74399999999,2021-02-09,화,10,6,2021
1075,0,7,2115730,30,2041.92,35.0,71467.2,2021-05-06,목,21,6,2021
1075,0,7,2012171,10,3745.28,6.0,22471.68,2020-07-04,토,23,6,2020
1075,0,7,2142625,20,15743.62,0.9,14169.258000000002,2021-12-25,토,1,6,2021
1075,0,7,2134953,10,4071.9,60.199999999999996,245128.37999999998,2021-03-22,월,10,6,2021
1075,0,7,2146425,10,15752.02,7.699999999999999,121290.55399999999,2021-08-27,금,15,6,2021
1075,0,7,2014080,10,42037.32,73.0,3068724.36,2020-02-01,토,11,6,2020
1076,0,5,2026935,30,4695.83,90.0,422624.7,2020-07-10,금,22,5,2020
1076,0,5,2118870,20,18721.43,30.6,572875.758,2021-09-21,화,11,5,2021
1076,0,5,2013416,30,9413.68,24.0,225928.32,2020-11-01,일,12,5,2020
1076,0,5,2143609,30,56864.384999999995,17.0,966694.5449999999,2021-08-08,일,10,5,2021
1076,0,5,2011983,10,25765.42,42.0,1082147.64,2020-05-07,목,6,5,2020
1076,0,5,2019748,20,44924.69,52.0,2336083.88,2020-03-28,토,13,5,2020
1076,0,5,2132193,30,25220.94,10.0,252209.4,2021-10-10,일,16,5,2021
1076,0,5,2038129,30,18740.52,46.0,862063.92,2020-08-11,화,21,5,2020
1076,0,5,2031718,30,22500.49,76.0,1710037.2400000002,2020-02-14,금,18,5,2020
1076,0,5,2139043,10,12461.61,63.699999999999996,793804.557,2021-12-27,월,5,5,2021
1076,0,5,2143433,30,24490.515,87.0,2130674.805,2021-10-29,금,24,5,2021
1076,0,5,2112359,20,47684.87,29.7,1416240.639,2021-02-05,금,13,5,2021
1076,0,5,2045732,10,48720.84,10.0,487208.39999999997,2020-09-13,일,20,5,2020
1076,0,5,2021708,30,28580.37,56.0,1600500.72,2020-09-10,목,13,5,2020
1076,0,5,2113919,20,4132.72,25.2,104144.54400000001,2021-01-05,화,24,5,2021
1076,0,5,2120866,20,35722.96,32.4,1157423.9039999999,2021-12-08,수,17,5,2021
1076,0,5,2113128,20,7994.09,42.300000000000004,338150.00700000004,2021-06-12,토,3,5,2021
1076,0,5,2143951,20,21874.46,82.8,1811205.288,2021-07-10,토,17,5,2021
1076,0,5,2022360,10,27897.13,83.0,2315461.79,2020-01-07,화,18,5,2020
1076,0,5,2134326,30,21790.23,51.0,1111301.73,2021-04-08,목,20,5,2021
1077,1,6,2030958,30,1656.17,13.0,21530.21,2020-07-01,수,4,1,2020
1077,1,6,2049781,20,30645.3,15.0,459679.5,2020-03-04,수,1,1,2020
1077,1,6,2142122,10,11655.675,35.0,407948.625,2021-11-17,수,11,1,2021
1077,1,6,2148757,30,45833.655,35.0,1604177.925,2021-04-26,월,20,1,2021
1077,1,6,2144267,20,5075.86,19.8,100502.02799999999,2021-07-18,일,16,1,2021
1077,1,6,2148612,20,10444.62,75.60000000000001,789613.2720000001,2021-11-06,토,3,1,2021
1077,1,6,2023140,10,48157.12,67.0,3226527.04,2020-08-22,토,6,1,2020
1078,1,4,2148222,30,35377.11,28.0,990559.0800000001,2021-10-22,금,8,6,2021
1078,1,4,2145872,20,24394.9,79.2,1932076.08,2021-03-11,목,23,6,2021
1078,1,4,2147243,30,43447.095,11.0,477918.04500000004,2021-03-01,월,8,6,2021
1078,1,4,2037318,20,18184.85,38.0,691024.2999999999,2020-02-06,목,9,6,2020
1079,0,7,2041472,30,10727.2,42.0,450542.4,2020-11-20,금,11,1,2020
1079,0,7,2124492,20,20955.89,58.5,1225919.565,2021-11-08,월,22,1,2021
1079,0,7,2039656,30,16657.99,84.0,1399271.1600000001,2020-12-01,화,2,1,2020
1079,0,7,2114872,30,71106.82500000001,52.0,3697554.9000000004,2021-02-09,화,14,1,2021
1079,0,7,2122082,10,20127.88,54.599999999999994,1098982.248,2021-05-15,토,6,1,2021
1079,0,7,2022938,10,5978.79,18.0,107618.22,2020-08-14,금,22,1,2020
1079,0,7,2138342,20,13795.71,68.4,943626.564,2021-08-17,화,24,1,2021
1079,0,7,2133561,30,39287.520000000004,34.0,1335775.6800000002,2021-04-10,토,14,1,2021
1079,0,7,2120519,20,38310.9,44.1,1689510.6900000002,2021-10-25,월,10,1,2021
1079,0,7,2112288,30,36675.42,75.0,2750656.5,2021-10-11,월,16,1,2021
1079,0,7,2134788,20,10063.4,44.1,443795.94,2021-06-30,수,7,1,2021
1079,0,7,2038472,10,44396.5,21.0,932326.5,2020-11-13,금,19,1,2020
1079,0,7,2117333,10,24304.7,33.599999999999994,816637.9199999999,2021-04-29,목,17,1,2021
1079,0,7,2124777,30,4417.9800000000005,40.0,176719.2,2021-07-11,일,17,1,2021
1079,0,7,2117058,10,5573.43,13.299999999999999,74126.61899999999,2021-10-15,금,16,1,2021
1080,0,5,2024719,10,43027.74,13.0,559360.62,2020-11-10,화,12,5,2020
1080,0,5,2018512,10,29309.79,20.0,586195.8,2020-12-07,월,6,5,2020
1080,0,5,2019786,10,18748.84,85.0,1593651.4,2020-10-28,수,8,5,2020
1080,0,5,2011748,20,25410.64,80.0,2032851.2,2020-11-11,수,22,5,2020
1080,0,5,2119588,30,15344.295000000002,97.0,1488396.6150000002,2021-10-13,수,5,5,2021
1080,0,5,2041562,30,13313.12,38.0,505898.56000000006,2020-04-19,일,11,5,2020
1080,0,5,2128389,10,6086.04,42.0,255613.68,2021-10-16,토,19,5,2021
1080,0,5,2026288,30,32240.88,64.0,2063416.32,2020-06-21,일,9,5,2020
1080,0,5,2114546,30,65139.285,58.0,3778078.5300000003,2021-09-02,목,21,5,2021
1080,0,5,2148619,20,41335.48,75.60000000000001,3124962.2880000006,2021-01-16,토,20,5,2021
1080,0,5,2117754,20,41138.66,22.5,925619.8500000001,2021-09-18,토,10,5,2021
1080,0,5,2025090,20,46215.99,37.0,1709991.63,2020-06-20,토,19,5,2020
1080,0,5,2128334,30,45238.770000000004,63.0,2850042.5100000002,2021-04-27,화,21,5,2021
1081,1,4,2143320,30,64902.270000000004,38.0,2466286.2600000002,2021-08-24,화,2,2,2021
1081,1,4,2132082,10,22010.055,42.0,924422.31,2021-07-26,월,2,2,2021
1081,1,4,2023449,20,34017.72,9.0,306159.48,2020-12-12,토,19,2,2020
1081,1,4,2018760,20,31109.14,12.0,373309.68,2020-08-27,목,9,2,2020
1081,1,4,2034980,10,15034.56,64.0,962211.84,2020-03-31,화,3,2,2020
1081,1,4,2148074,10,14975.21,28.7,429788.52699999994,2021-04-01,목,12,2,2021
1081,1,4,2030859,20,9589.66,14.0,134255.24,2020-01-12,일,24,2,2020
1082,0,8,2037368,10,10462.94,41.0,428980.54000000004,2020-09-30,수,23,1,2020
1082,0,8,2019670,30,25976.18,65.0,1688451.7,2020-03-20,금,9,1,2020
1082,0,8,2036768,30,4137.97,46.0,190346.62000000002,2020-08-24,월,19,1,2020
1082,0,8,2048465,10,41914.72,72.0,3017859.84,2020-12-01,화,23,1,2020
1082,0,8,2028117,10,44934.94,90.0,4044144.6,2020-09-09,수,16,1,2020
1082,0,8,2021703,10,48740.62,92.0,4484137.04,2020-03-12,목,24,1,2020
1082,0,8,2048765,30,11379.3,28.0,318620.39999999997,2020-12-10,목,3,1,2020
1082,0,8,2024169,30,31511.6,13.0,409650.8,2020-07-07,화,5,1,2020
1082,0,8,2046095,20,39882.28,97.0,3868581.1599999997,2020-10-18,일,12,1,2020
1083,1,3,2131501,30,50676.045,6.0,304056.27,2021-03-12,금,16,1,2021
1083,1,3,2132444,10,21010.405,65.1,1367777.3654999998,2021-05-16,일,16,1,2021
1083,1,3,2043135,20,22750.69,56.0,1274038.64,2020-05-28,목,21,1,2020
1083,1,3,2023078,30,22232.58,24.0,533581.92,2020-05-29,금,22,1,2020
1083,1,3,2034518,30,49055.45,5.0,245277.25,2020-05-25,월,6,1,2020
1083,1,3,2143598,10,22120.87,18.2,402599.834,2021-12-04,토,1,1,2021
1083,1,3,2119608,10,19278.46,32.199999999999996,620766.4119999999,2021-09-26,일,12,1,2021
1083,1,3,2137714,20,26984.07,49.5,1335711.465,2021-06-01,화,11,1,2021
1083,1,3,2048688,20,20418.36,6.0,122510.16,2020-10-01,목,11,1,2020
1083,1,3,2110842,10,16396.83,5.6,91822.248,2021-11-10,수,4,1,2021
1083,1,3,2017658,30,35298.99,24.0,847175.76,2020-08-25,화,14,1,2020
1084,0,1,2025717,10,12516.81,65.0,813592.65,2020-10-22,목,5,3,2020
1084,0,1,2030410,10,33642.71,15.0,504640.64999999997,2020-08-14,금,4,3,2020
1084,0,1,2110259,20,21257.69,56.7,1205311.023,2021-11-30,화,20,3,2021
1084,0,1,2043941,30,19744.19,4.0,78976.76,2020-07-08,수,22,3,2020
1084,0,1,2023865,20,1402.82,55.0,77155.09999999999,2020-06-11,목,18,3,2020
1084,0,1,2143725,20,4841.47,39.6,191722.21200000003,2021-01-29,금,23,3,2021
1084,0,1,2138504,30,25116.074999999997,88.0,2210214.5999999996,2021-10-20,수,13,3,2021
1084,0,1,2121794,10,16447.76,59.49999999999999,978641.7199999997,2021-05-12,수,8,3,2021
1084,0,1,2114368,10,14586.475,21.0,306315.97500000003,2021-08-06,금,15,3,2021
1085,1,10,2116833,10,17110.85,17.5,299439.875,2021-12-26,일,10,2,2021
1085,1,10,2041647,10,17716.11,98.0,1736178.78,2020-04-22,수,10,2,2020
1085,1,10,2038356,30,31804.69,15.0,477070.35,2020-06-21,일,21,2,2020
1085,1,10,2132038,30,35091.795,32.0,1122937.44,2021-05-12,수,1,2,2021
1085,1,10,2140711,20,46534.17,29.7,1382064.849,2021-03-09,화,19,2,2021
1085,1,10,2028655,20,42028.82,96.0,4034766.7199999997,2020-07-11,토,12,2,2020
1086,0,1,2016098,30,48568.96,60.0,2914137.6,2020-03-17,화,2,3,2020
1086,0,1,2043512,10,17538.43,21.0,368307.03,2020-12-26,토,18,3,2020
1086,0,1,2019656,10,36969.07,16.0,591505.12,2020-04-13,월,21,3,2020
1086,0,1,2114470,20,16275.68,7.2,117184.89600000001,2021-06-18,금,19,3,2021
1086,0,1,2044811,30,26038.79,85.0,2213297.15,2020-04-18,토,15,3,2020
1086,0,1,2024040,20,46520.45,89.0,4140320.05,2020-02-25,화,9,3,2020
1086,0,1,2035525,30,8860.62,14.0,124048.68000000001,2020-07-21,화,5,3,2020
1086,0,1,2030838,30,20046.24,25.0,501156.00000000006,2020-02-18,화,4,3,2020
1086,0,1,2010527,30,33311.85,45.0,1499033.25,2020-09-08,화,7,3,2020
1087,1,7,2044899,10,48547.91,82.0,3980928.62,2020-07-21,화,12,5,2020
1087,1,7,2038987,10,25405.28,88.0,2235664.6399999997,2020-11-05,목,2,5,2020
1087,1,7,2028984,20,39729.61,32.0,1271347.52,2020-07-25,토,5,5,2020
1087,1,7,2034692,10,33036.39,91.0,3006311.4899999998,2020-01-21,화,14,5,2020
1087,1,7,2134951,10,22966.24,45.5,1044963.92,2021-10-27,수,11,5,2021
1087,1,7,2128425,30,21513.675000000003,9.0,193623.075,2021-10-25,월,4,5,2021
1087,1,7,2147758,30,60395.67,79.0,4771257.93,2021-04-23,금,2,5,2021
1087,1,7,2024431,20,20021.5,68.0,1361462.0,2020-04-21,화,21,5,2020
1087,1,7,2134632,30,22083.18,18.0,397497.24,2021-04-05,월,8,5,2021
1087,1,7,2046078,20,4867.79,94.0,457572.26,2020-11-21,토,23,5,2020
1087,1,7,2033940,30,33119.54,1.0,33119.54,2020-09-30,수,11,5,2020
1087,1,7,2133786,30,53840.415,64.0,3445786.56,2021-12-26,일,18,5,2021
1087,1,7,2010091,30,2707.86,2.0,5415.72,2020-09-15,화,9,5,2020
1087,1,7,2029861,30,14433.25,43.0,620629.75,2020-04-28,화,9,5,2020
1088,0,3,2029651,10,18715.68,94.0,1759273.92,2020-01-14,화,13,3,2020
1088,0,3,2125918,30,50296.950000000004,87.0,4375834.65,2021-11-28,일,13,3,2021
1088,0,3,2129246,10,8158.51,54.599999999999994,445454.64599999995,2021-06-20,일,12,3,2021
1088,0,3,2141275,20,45529.24,40.5,1843934.22,2021-08-27,금,7,3,2021
1088,0,3,2127216,20,18361.9,83.7,1536891.0300000003,2021-06-17,목,6,3,2021
1088,0,3,2122617,10,17253.44,36.4,628025.2159999999,2021-03-26,금,9,3,2021
1088,0,3,2046699,30,22772.22,67.0,1525738.74,2020-06-01,월,15,3,2020
1088,0,3,2011951,20,15153.75,24.0,363690.0,2020-12-03,목,5,3,2020
1088,0,3,2131518,20,1163.16,33.300000000000004,38733.22800000001,2021-10-01,금,9,3,2021
1088,0,3,2041241,10,10349.31,38.0,393273.77999999997,2020-11-03,화,24,3,2020
1088,0,3,2035269,30,48416.72,80.0,3873337.6,2020-01-28,화,5,3,2020
1089,1,1,2113678,30,20165.715,2.0,40331.43,2021-04-25,일,21,6,2021
1089,1,1,2037172,30,19600.61,2.0,39201.22,2020-09-30,수,22,6,2020
1089,1,1,2120585,10,6201.44,64.39999999999999,399372.7359999999,2021-10-10,일,13,6,2021
1089,1,1,2128474,10,15391.31,53.9,829591.6089999999,2021-08-24,화,2,6,2021
1089,1,1,2012788,20,42627.33,60.0,2557639.8000000003,2020-09-04,금,11,6,2020
1089,1,1,2126357,20,17568.0,63.9,1122595.2,2021-06-07,월,14,6,2021
1089,1,1,2143925,30,2901.5249999999996,96.0,278546.39999999997,2021-11-01,월,7,6,2021
1090,1,1,2141894,30,32443.754999999997,1.0,32443.754999999997,2021-02-21,일,7,4,2021
1090,1,1,2131365,20,19261.68,0.9,17335.512000000002,2021-10-13,수,12,4,2021
1090,1,1,2019512,10,37162.04,42.0,1560805.68,2020-12-14,월,7,4,2020
1090,1,1,2031878,20,42573.1,43.0,1830643.3,2020-03-18,수,11,4,2020
1090,1,1,2145334,30,54692.700000000004,6.0,328156.2,2021-08-21,토,9,4,2021
1090,1,1,2125820,20,33200.22,18.900000000000002,627484.158,2021-11-02,화,4,4,2021
1090,1,1,2049880,20,6049.58,54.0,326677.32,2020-10-22,목,22,4,2020
1090,1,1,2140467,10,5324.96,58.8,313107.648,2021-11-06,토,14,4,2021
1090,1,1,2045978,30,48316.14,91.0,4396768.74,2020-11-16,월,24,4,2020
1091,1,3,2110961,30,11948.715,40.0,477948.6,2021-03-19,금,3,6,2021
1091,1,3,2134904,30,50265.19499999999,63.0,3166707.2849999997,2021-06-10,목,18,6,2021
1091,1,3,2119860,10,12447.965,9.1,113276.4815,2021-12-31,금,13,6,2021
1091,1,3,2012033,20,2435.41,63.0,153430.83,2020-03-03,화,21,6,2020
1091,1,3,2019273,10,18805.53,67.0,1259970.51,2020-03-02,월,4,6,2020
1091,1,3,2010051,20,9311.88,48.0,446970.24,2020-04-16,목,5,6,2020
1091,1,3,2147990,20,3865.96,66.60000000000001,257472.93600000005,2021-01-08,금,12,6,2021
1091,1,3,2120791,30,47009.265,42.0,1974389.13,2021-10-27,수,21,6,2021
1092,1,4,2130144,30,23060.535,29.0,668755.515,2021-11-28,일,18,6,2021
1092,1,4,2034533,30,37021.13,83.0,3072753.7899999996,2020-11-09,월,19,6,2020
1092,1,4,2011622,30,27001.69,97.0,2619163.9299999997,2020-10-21,수,24,6,2020
1092,1,4,2014823,20,21046.15,18.0,378830.7,2020-06-27,토,18,6,2020
1092,1,4,2036095,20,38580.38,68.0,2623465.84,2020-02-28,금,3,6,2020
1092,1,4,2129128,30,69624.81,3.0,208874.43,2021-05-15,토,2,6,2021
1092,1,4,2026558,20,27368.05,37.0,1012617.85,2020-07-29,수,22,6,2020
1092,1,4,2024018,30,33280.65,61.0,2030119.6500000001,2020-02-12,수,15,6,2020
1092,1,4,2037055,30,13178.12,5.0,65890.6,2020-05-16,토,18,6,2020
1092,1,4,2036500,30,38436.73,13.0,499677.49000000005,2020-12-21,월,21,6,2020
1093,1,5,2114088,30,27263.64,83.0,2262882.12,2021-07-31,토,22,5,2021
1093,1,5,2146694,10,23522.46,39.9,938546.154,2021-03-25,목,2,5,2021
1093,1,5,2115580,10,12142.355,27.299999999999997,331486.29149999993,2021-08-31,화,20,5,2021
1093,1,5,2114551,20,14950.67,86.4,1291737.888,2021-02-15,월,6,5,2021
1093,1,5,2021082,20,18946.71,52.0,985228.9199999999,2020-12-17,목,3,5,2020
1094,1,2,2027906,20,28001.25,53.0,1484066.25,2020-03-21,토,24,1,2020
1094,1,2,2125086,20,9791.66,28.8,281999.808,2021-09-11,토,16,1,2021
1094,1,2,2112343,30,7163.625,46.0,329526.75,2021-12-22,수,1,1,2021
1094,1,2,2014224,20,4774.18,44.0,210063.92,2020-08-21,금,5,1,2020
1094,1,2,2142609,20,12529.38,36.0,451057.68,2021-06-09,수,13,1,2021
1094,1,2,2121954,20,43348.24,53.1,2301791.5439999998,2021-11-22,월,22,1,2021
1094,1,2,2033763,30,5126.31,30.0,153789.30000000002,2020-04-19,일,9,1,2020
1094,1,2,2131592,20,9679.29,88.2,853713.3780000001,2021-05-24,월,22,1,2021
1094,1,2,2010517,10,47356.62,42.0,1988978.04,2020-05-25,월,18,1,2020
1094,1,2,2133138,20,20815.34,45.9,955424.106,2021-06-16,수,16,1,2021
1095,1,4,2024195,10,34592.46,67.0,2317694.82,2020-02-05,수,23,1,2020
1095,1,4,2140359,20,25992.17,58.5,1520541.9449999998,2021-02-03,수,22,1,2021
1095,1,4,2032672,20,5414.75,57.0,308640.75,2020-05-26,화,18,1,2020
1095,1,4,2128160,10,24522.24,64.39999999999999,1579232.2559999998,2021-12-09,목,10,1,2021
1095,1,4,2033864,30,19748.98,45.0,888704.1,2020-09-16,수,10,1,2020
1095,1,4,2138710,30,2813.88,63.0,177274.44,2021-10-21,목,20,1,2021
1095,1,4,2148602,20,9125.25,10.8,98552.70000000001,2021-12-15,수,11,1,2021
1095,1,4,2119955,20,8457.8,30.6,258808.68,2021-01-13,수,9,1,2021
1096,1,7,2040089,10,6819.58,25.0,170489.5,2020-09-28,월,19,6,2020
1096,1,7,2133443,30,22219.454999999998,23.0,511047.46499999997,2021-01-18,월,8,6,2021
1096,1,7,2125213,30,45606.284999999996,15.0,684094.2749999999,2021-05-14,금,22,6,2021
1096,1,7,2035498,20,7505.89,62.0,465365.18,2020-06-13,토,6,6,2020
1096,1,7,2046700,10,13957.91,52.0,725811.32,2020-01-25,토,19,6,2020
1096,1,7,2146028,30,42374.520000000004,38.0,1610231.7600000002,2021-01-26,화,16,6,2021
1096,1,7,2131237,30,17390.85,92.0,1599958.2,2021-12-05,일,7,6,2021
1096,1,7,2112022,20,8100.59,53.1,430141.329,2021-12-18,토,1,6,2021
1096,1,7,2143566,30,58505.174999999996,95.0,5557991.625,2021-06-04,금,12,6,2021
1096,1,7,2029200,20,47828.57,36.0,1721828.52,2020-08-03,월,21,6,2020
1096,1,7,2024906,20,9158.3,63.0,576972.8999999999,2020-06-12,금,8,6,2020
1097,0,6,2024627,10,4053.38,68.0,275629.84,2020-03-29,일,3,4,2020
1097,0,6,2038880,30,37009.77,92.0,3404898.84,2020-03-31,화,21,4,2020
1097,0,6,2146882,10,21745.575,23.799999999999997,517544.68499999994,2021-08-09,월,6,4,2021
1097,0,6,2016628,20,31508.75,94.0,2961822.5,2020-05-31,일,3,4,2020
1097,0,6,2023811,10,12519.78,82.0,1026621.9600000001,2020-05-19,화,1,4,2020
1097,0,6,2047073,20,19267.66,63.0,1213862.58,2020-07-28,화,11,4,2020
1097,0,6,2137692,10,2176.625,42.699999999999996,92941.8875,2021-09-30,목,24,4,2021
1097,0,6,2136765,30,31407.225000000002,62.0,1947247.9500000002,2021-04-17,토,23,4,2021
1097,0,6,2020840,10,38298.03,91.0,3485120.73,2020-04-30,목,17,4,2020
1097,0,6,2127658,10,18638.765,40.599999999999994,756733.8589999998,2021-04-10,토,17,4,2021
1097,0,6,2043845,10,43560.97,13.0,566292.61,2020-08-19,수,6,4,2020
1097,0,6,2024830,10,13771.42,79.0,1087942.18,2020-05-18,월,15,4,2020
1097,0,6,2133056,30,50837.115000000005,90.0,4575340.350000001,2021-05-16,일,21,4,2021
1097,0,6,2119070,30,18510.465,72.0,1332753.48,2021-11-15,월,15,4,2021
1097,0,6,2036589,20,32753.16,96.0,3144303.36,2020-02-05,수,20,4,2020
1098,1,5,2139115,20,22388.98,23.400000000000002,523902.13200000004,2021-10-07,목,23,2,2021
1098,1,5,2029819,20,12709.94,22.0,279618.68,2020-10-01,목,6,2,2020
1098,1,5,2020951,10,39004.4,71.0,2769312.4,2020-06-27,토,23,2,2020
1098,1,5,2016479,20,45190.13,38.0,1717224.94,2020-03-04,수,15,2,2020
1098,1,5,2116999,30,47200.71,40.0,1888028.4,2021-09-11,토,7,2,2021
1098,1,5,2139117,30,33979.229999999996,14.0,475709.22,2021-05-30,일,1,2,2021
1099,0,1,2045046,20,29217.48,66.0,1928353.68,2020-11-16,월,5,5,2020
1099,0,1,2124091,30,43342.395000000004,41.0,1777038.195,2021-07-29,목,4,5,2021
1099,0,1,2135261,30,26509.364999999998,12.0,318112.38,2021-01-16,토,9,5,2021
1099,0,1,2122489,10,16667.315,55.3,921702.5194999999,2021-09-18,토,19,5,2021
1099,0,1,2030287,30,23382.88,95.0,2221373.6,2020-09-18,금,17,5,2020
1099,0,1,2046254,20,48690.59,36.0,1752861.2399999998,2020-02-17,월,16,5,2020
1099,0,1,2137626,30,19864.56,25.0,496614.00000000006,2021-05-27,목,18,5,2021
1099,0,1,2033265,20,14601.04,73.0,1065875.9200000002,2020-10-12,월,17,5,2020
1099,0,1,2017204,30,24605.02,60.0,1476301.2,2020-10-30,금,11,5,2020
1100,0,10,2045581,20,27889.78,91.0,2537969.98,2020-02-17,월,17,6,2020
1100,0,10,2143045,10,2363.39,30.099999999999998,71138.03899999999,2021-11-22,월,19,6,2021
1100,0,10,2110657,30,6670.530000000001,83.0,553653.9900000001,2021-01-03,일,13,6,2021
1100,0,10,2048592,30,47038.93,8.0,376311.44,2020-03-30,월,8,6,2020
1100,0,10,2026093,20,31488.71,10.0,314887.1,2020-06-06,토,9,6,2020
1100,0,10,2018950,30,27153.77,96.0,2606761.92,2020-09-11,금,22,6,2020
1100,0,10,2124710,20,38204.8,34.2,1306604.1600000001,2021-07-14,수,23,6,2021
1100,0,10,2131062,30,42227.895000000004,22.0,929013.6900000001,2021-02-11,목,9,6,2021
1100,0,10,2047183,20,34218.25,38.0,1300293.5,2020-12-12,토,20,6,2020
1100,0,10,2022533,30,37786.07,76.0,2871741.32,2020-07-13,월,24,6,2020
1101,0,10,2131460,20,30566.2,22.5,687739.5,2021-12-10,금,7,2,2021
1101,0,10,2138623,30,32025.659999999996,62.0,1985590.9199999997,2021-10-31,일,20,2,2021
1101,0,10,2031423,10,11818.11,61.0,720904.7100000001,2020-02-13,목,10,2,2020
1101,0,10,2143953,10,22747.845,67.19999999999999,1528655.184,2021-10-18,월,3,2,2021
1101,0,10,2040085,10,38027.29,64.0,2433746.56,2020-06-02,화,13,2,2020
1102,0,10,2144011,10,23042.98,60.9,1403317.4819999998,2021-06-27,일,23,1,2021
1102,0,10,2039765,10,47572.09,40.0,1902883.5999999999,2020-06-05,금,7,1,2020
1102,0,10,2049020,30,20386.77,41.0,835857.5700000001,2020-12-23,수,16,1,2020
1102,0,10,2134976,20,48800.39,28.8,1405451.232,2021-06-16,수,6,1,2021
1102,0,10,2139519,20,37780.96,83.7,3162266.352,2021-12-16,목,19,1,2021
1102,0,10,2021051,20,43618.82,11.0,479807.02,2020-08-03,월,6,1,2020
1102,0,10,2038819,20,8191.85,83.0,679923.55,2020-04-20,월,8,1,2020
1102,0,10,2012719,20,41825.23,38.0,1589358.7400000002,2020-05-03,일,24,1,2020
1102,0,10,2012533,10,24797.26,9.0,223175.34,2020-10-27,화,2,1,2020
1102,0,10,2019237,30,19258.69,72.0,1386625.68,2020-02-25,화,3,1,2020
1102,0,10,2145916,20,10699.17,5.4,57775.518000000004,2021-11-06,토,23,1,2021
1103,1,7,2127153,30,72972.33,81.0,5910758.73,2021-11-15,월,6,4,2021
1103,1,7,2030687,30,43675.09,71.0,3100931.3899999997,2020-07-01,수,5,4,2020
1103,1,7,2116186,20,47199.65,72.0,3398374.8000000003,2021-09-27,월,6,4,2021
1103,1,7,2123101,20,17492.89,72.0,1259488.08,2021-10-22,금,3,4,2021
1103,1,7,2118968,10,11689.33,11.899999999999999,139103.02699999997,2021-06-25,금,21,4,2021
1103,1,7,2034222,10,7601.89,40.0,304075.60000000003,2020-10-21,수,18,4,2020
1103,1,7,2029707,20,32589.62,73.0,2379042.26,2020-06-14,일,1,4,2020
1103,1,7,2140514,30,41414.159999999996,28.0,1159596.48,2021-01-26,화,21,4,2021
1103,1,7,2023231,10,42208.51,61.0,2574719.1100000003,2020-09-26,토,2,4,2020
1104,1,6,2124338,20,41310.65,80.10000000000001,3308983.0650000004,2021-08-01,일,17,6,2021
1104,1,6,2132577,20,10697.95,11.700000000000001,125166.01500000001,2021-08-10,화,21,6,2021
1104,1,6,2045878,30,18147.22,45.0,816624.9,2020-04-15,수,8,6,2020
1104,1,6,2048837,20,2985.26,39.0,116425.14000000001,2020-11-17,화,10,6,2020
1105,1,10,2136261,30,25093.53,26.0,652431.78,2021-02-20,토,11,3,2021
1105,1,10,2010307,10,31045.8,75.0,2328435.0,2020-04-11,토,24,3,2020
1105,1,10,2029817,20,37648.54,56.0,2108318.24,2020-01-11,토,22,3,2020
